F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
6.03,-252.15,-10.42,2809.98,Low,Rest,6.74,-13.12,-131.82,-1530.66,-223,12,10,0.99,16970.97,2672.98,0
8.92,-294.36,-7.68,2559.33,Low,UK,2.71,-17.12,-261.74,-1200.84,-143.51,12,6,17.49,9284.73,0.3,207.06
12.85,-286.59,-6.31,2260.71,Very low,USA,0.93,-8.9,-252.5,-1612.82,-127.17,6,4,15.96,7173.72,0.04,0
15.05,-304.56,-4.71,2031.57,Very low,Rest,0.98,-20.34,-246.92,-437.92,-168.79,18,8,16.68,5122.53,0.04,345.06
16.24,-463.47,-2.13,3532.41,Very high,USA,1.84,-33.1,-86.8,-1315.82,-156.49,9,8,10.98,-5676.42,4.52,3176.68
14.96,-303.24,-9.94,3454.65,Very high,Europe,4.96,-11.12,-305.2,-1543.48,-155.69,15,12,8.13,776.4,5783.84,1042.25
15.67,-457.98,-6.33,2590.59,Very high,UK,1.34,16.9,-202.86,-1311.72,-123.48,9,6,20.91,18251.82,0.08,933.86
13.6,-380.4,-9.51,2685.39,High,Rest,6.59,-18.44,-280.32,-839.86,-135.13,18,8,0.54,1746.15,0.4,1495.24
11.84,-270.72,-9.84,3395.19,Very low,Europe,6.83,-19.58,-190.98,-2238.12,-240.37,12,8,2.76,17972.61,200.14,0
9.31,-282.36,-2.08,3829.11,Very low,USA,2.89,-26.56,-186.58,-750.66,-77.61,9,6,35.7,5595.66,3.18,3232.66
12.1,-223.5,-6.97,2759.49,Low,USA,1.46,-18.02,-255.42,-1354.3,-155.32,15,12,10.05,6516.21,4.64,0
5.29,-283.17,-6.62,1753.08,Very high,Europe,5.47,-18.08,-267.26,-1767.18,-172.43,3,10,8.91,62.25,5075.72,0
13.42,-304.5,-12.02,3666.15,High,Europe,1.55,-38.88,-89.46,-1423.56,-211.6,9,6,9.99,20308.44,73.04,457.69
7.87,-400.83,-3.98,1927.98,Very low,USA,2.44,-21.06,-152.92,-398.32,-157.85,21,6,26.1,7577.97,6.42,3417.85
11.4,-324.81,-5.63,1550.49,Very low,Rest,3.62,-16.2,-180.18,-1069.24,-124.54,12,4,13.53,-2987.52,1.34,229.03
16.98,-432.42,-9.72,2444.61,High,Rest,10.93,-9.24,-164.56,-1510.46,-72.63,12,14,16.8,11615.13,0.08,1988.69
11.19,-318.15,-4.42,4254.81,Medium,Rest,2.29,-17.52,-203.76,-971.94,-286.67,15,6,7.71,17899.29,5.08,1195.16
7.74,-339.33,-6.4,842.01,Very low,USA,2.83,-20.94,-288.74,-1647.48,-72.96,12,4,7.77,12657.93,0.04,0
9.64,-434.13,-15.44,1458.69,Medium,UK,2.98,-20.06,-304.64,-1542.02,-82.39,6,8,4.26,484.56,2.5,0
8.93,-327.75,-4.55,1175.28,High,Europe,4.67,-19.64,-217.22,-1485.62,-113.67,18,8,9.84,-5868.9,1.96,163.9
7.56,-531.75,-9.01,3419.67,Very low,Rest,1.59,-15.7,-370.02,-1378.84,-145.44,6,4,12.18,13456.08,1.24,1321.95
12.51,-406.47,-3.29,2042.73,Very high,USA,1.97,-21.34,-158.08,-1236.76,-181.7,9,6,10.95,6855.75,2.96,1417.98
12.23,-263.28,-4.05,3132.27,High,USA,3.96,-15.58,-188.46,-2193.88,-179.8,24,6,19.08,-722.04,442.06,2408.7
9.33,-296.13,-10.71,3633.78,High,Europe,4.84,-23.52,-148.12,-1400.16,-181.8,18,0,2.76,-12199.17,39.78,2357.85
9.44,-348.93,-9.64,2956.47,Low,USA,6,-19.44,-177.1,-725.26,-214.18,9,6,10.53,623.25,3.22,2369.53
11.09,-359.07,-8.06,1295.34,Very high,USA,2.41,-18.78,-218.3,-833.88,-74.46,15,4,20.19,3578.91,2.38,2870.06
11.2,-331.44,-5.78,1636.23,Medium,Rest,2.04,-11.26,-179.34,-917.96,-113.53,3,2,7.65,8913.03,41.42,0
10.49,-277.59,-8.64,3296.46,Low,UK,8.15,-32.3,-176.8,-1642.04,-57.34,15,10,24.21,1275.99,1.28,727.14
17.44,-381,-7.82,2767.92,Low,USA,3.64,-24.04,-333.52,-401.38,-75.47,12,8,6.3,-343.95,4.74,1512.03
13.1,-400.38,-9.47,2973.75,Low,Europe,1.53,-22.94,-283.58,-578.4,-158.27,12,10,2.16,21377.76,77.32,0
11.5,-238.23,-7.21,1620.9,Medium,Europe,2.43,-15,-138.06,-1814.16,-178.74,18,6,14.43,14139.66,65.06,0
10.22,-512.85,-10.55,2968.98,Very high,USA,5.63,-18.42,-288,-182.4,-183.45,15,12,11.64,28460.13,0.56,3777.17
12.9,-429.69,-10.41,2581.89,High,Europe,4.11,-17.14,-229.56,-1534.84,-161.1,9,6,10.41,2333.58,117.6,1760.14
8.62,-310.95,-8.4,3351.21,Medium,Rest,12.06,-19.12,-263.84,-194.4,-139.45,9,10,15.15,11846.19,0.34,2359.29
14.42,-191.85,-6.21,2463.33,Very low,Rest,1.37,-19.22,-167.5,-2023.78,-48.54,21,4,16.53,15848.61,1.14,0
11.15,-345.09,-6.85,1984.05,Medium,UK,4.61,-14.8,-218.24,-1363.62,-28.61,9,8,16.47,12581.19,45.1,236.97
19.15,-377.91,-6.18,3178.35,Very high,Rest,4.46,-18.56,-124.3,-1739.7,-143.25,6,0,8.31,8514.84,2.24,1486.25
10.36,-323.31,-2.13,3945.72,High,Europe,5.13,-12.68,-210.42,-1740.44,-206,15,10,10.98,8784.48,4.42,1821.69
11.67,-241.74,-8.05,3690.06,Very high,USA,3.17,-38.9,-226.04,-1003.16,-151.12,9,6,19.11,4626.39,0.64,2544.04
14,-240.24,-7.25,3500.88,High,Europe,10.55,-15.28,-198.34,-1584.76,-136.72,6,6,12.39,10059.9,2.24,2119.64
17.49,-241.23,-8.2,2219.34,Medium,Rest,5.1,-20.42,-223.16,-1528.14,-151.42,15,10,5.91,18744.39,5.74,0
13.86,-449.19,-6.55,1415.31,Medium,USA,3.17,-12.7,-267.46,-1070.7,-155.72,6,10,23.58,48139.32,1235.18,1248.21
13.77,-407.94,-5.83,3843.99,Low,Europe,1.83,-9.82,-185.44,-878.22,-218.31,6,2,4.95,-8394.9,113.56,1602.1
9.56,-433.89,-6.63,2070.21,High,UK,1.83,-12.6,-197.18,-1410.6,-161.84,18,14,13.62,4110.18,0.62,306.95
6.5,-410.7,-9.74,3280.26,Medium,Europe,1.48,-20.4,-249.88,-1051.78,-171.46,12,2,13.41,8778.84,0,2427.17
3.98,-264.3,-3.83,3417.66,Very low,Europe,1.42,-14.9,-276.68,-931.84,-155.64,15,8,5.67,-4189.74,0.1,0
9.39,-344.94,-7.62,2979.27,High,Europe,1.63,-17.68,-290.08,-713.94,-126.11,15,6,13.71,6231.36,5.84,2006.39
4.03,-394.02,-9.49,1450.68,Medium,UK,5.57,-52.26,-262.06,-1132.02,-121.23,18,10,7.92,1499.55,213.74,339.11
15.91,-351.27,-5.58,2518.17,Very high,Rest,1.69,-23.28,-198.84,-1709.74,-171.26,6,8,11.28,-21335.61,139.6,172.52
6.86,-338.1,-2.04,2487.36,Medium,USA,5.94,-18.32,-213.52,-1971.54,-90.56,6,12,2.94,18328.41,0.18,0
9.13,-474.75,-4.97,2942.34,Low,UK,5.41,-12.26,-100.82,-1837.8,-188.13,12,4,3.78,29621.4,5.9,647.82
13.21,-369.24,-10.99,1992.27,Very low,USA,5.54,-17.04,-200.96,-1562.94,-154.53,15,4,14.88,21498.72,0,1679.11
12.59,-271.5,-12.45,2666.22,Very high,Europe,4.12,-23.68,-296.42,-412.48,-183.43,6,10,2.01,6060.45,0.2,0
7.29,-340.02,-9.53,751.95,High,UK,3.1,-19.84,-297.78,-1215.1,-166.65,15,12,13.74,29142.63,1.18,0
6.37,-440.16,-2.13,956.61,Very low,USA,4.77,-13.98,-331.04,-2165.06,-181.18,9,4,18.69,-4792.74,0.84,357.9
7.86,-257.49,-11.9,1578.36,Very high,UK,1.88,-10.94,-185.76,-493.9,-163.48,12,2,3.78,7908.21,5.9,139.45
15.72,-285.45,-2.7,3102.09,Medium,UK,4.51,-21.56,-210.88,-542.3,-209.88,6,6,10.32,13343.79,4.34,357.82
13.49,-256.74,-3.7,2255.58,Low,UK,3.22,-19.5,-318.68,-700.96,-237.45,12,10,3.96,33662.91,12.96,0
12.57,-204.06,-13,1723.86,High,Rest,1.94,-34.66,-220.44,-2040.22,-193.58,18,8,18.18,-654.84,89.54,0
9.92,-289.17,-10.11,2788.02,Low,USA,4.44,-18.44,-231.82,-531.34,-135.54,6,8,21.81,11802.87,18.14,1318.04
9.22,-355.38,-6.81,1840.65,Very low,Europe,1.83,-22.52,-156.74,-1245.16,-210.26,15,12,10.32,16763.55,0.04,0
11.56,-416.07,-8.38,3259.47,Low,USA,2.96,-19.58,-284.04,-1512.44,-149.36,6,8,2.34,19392.96,46.6,140.26
7.66,-308.61,-10.82,1773.18,Low,Rest,5.69,-4.62,-111.84,-2030.5,-80.98,9,4,5.4,8787.99,4.14,0
13.21,-294.03,-8.4,2981.64,Low,Europe,8.97,-19.18,-218.26,-1615.74,-170.04,15,8,18.9,22741.74,7.46,2160.76
6.99,-350.1,-3.32,2928.6,Very high,Rest,7.22,-12.38,-206.96,-580.18,-149.38,9,4,9.9,6233.07,1.48,2087.98
6.4,-330.54,-8.07,3630.66,Medium,USA,2.46,-15.8,-98.7,-1009.86,-150.76,27,2,10.95,14232.84,1557.06,3616.65
8.99,-402.66,-7.63,1145.79,Very low,UK,0.46,-32.22,-259.68,-1622.74,-162.28,3,14,24.57,8490.57,0.06,0
11.44,-299.52,-5.19,2969.13,Very low,Rest,1.06,-24.56,-86.98,-1022.68,-96.92,9,12,12.57,-398.31,12.22,0
13.85,-276.9,-11.53,2279.49,High,USA,3.79,-20.76,-180.64,-1928.64,-221.63,18,8,1.89,9009.03,13.98,0
11.65,-346.59,-8.78,2279.55,Very low,Rest,3.36,-34.56,-182.6,-1562.46,-94.43,6,6,6,3766.38,80.5,0
10.93,-409.47,-7.65,1576.38,Medium,UK,6.4,-19.42,-202.04,-2179.84,-124.73,3,14,2.64,-9067.41,1.52,0
9.4,-287.85,-7.34,3182.91,Low,USA,0.8,-13.16,-303.14,-993.48,-164.93,6,16,9.45,2271.09,9.52,0
9.6,-498.21,-7.7,2884.62,Very low,USA,6.21,-40.96,-338.98,-772.4,-153.47,12,8,10.35,26080.59,6.8,3466.18
8.13,-360.06,-7.51,2281.41,Very low,Europe,4.35,-15.12,-226.54,-2214.22,-129.58,15,2,15.75,8860.77,0.56,779.08
10.82,-334.77,-8.32,3612.45,High,Rest,5,-11.78,-190.86,-1179.52,-146.44,6,12,4.23,23890.62,0.14,511.83
5.18,-325.44,-7.84,3885.09,Low,Rest,1.8,-22.86,-198.1,-3200.74,-157.28,21,2,2.88,11566.32,18.1,180.2
14.24,-325.83,-7.2,1872.75,High,Europe,4.35,-23.62,-124.54,-1702.24,-133.09,6,12,12.96,34028.4,8.62,0
10.38,-316.23,-7.82,1967.16,Low,UK,5.51,-17.16,-191.78,-1036.52,-93.59,15,10,28.32,-7058.58,0.02,583.67
10.16,-388.32,-4.67,1251.45,Medium,Europe,13.68,-18.18,-173.52,-1531.58,-179.78,9,2,9.24,9146.07,0,2689.26
9.97,-183.18,-13.12,2423.73,High,UK,3.95,-19.84,-126.44,-1338.68,-141.28,12,8,42.69,3315.15,1.3,603.3
10.23,-501.6,-3.4,1814.46,Very low,USA,6.23,-19.7,-209.2,-1520.76,-147.38,15,6,17.58,6103.38,0.1,3342.88
6.57,-275.88,-7.97,3114.78,Medium,Rest,4.1,-23.36,-184.2,-835.52,-37.63,15,4,3.84,21939.45,37.98,816.64
10.61,-402.33,-7.67,3896.85,Very low,USA,4.69,-9.24,-291.3,-978.42,-152.43,6,4,15.72,-25961.49,0.94,3250.75
9.04,-409.74,-3.86,3899.01,Very low,USA,0.82,-18.8,-196.04,-1559.3,-155.74,12,12,14.55,-2004.03,88.94,374.84
11.89,-436.83,-4.95,2044.02,Low,UK,11.75,-23,-240.4,-1148.64,-145.94,18,8,6.81,-4768.35,2.02,1241.64
9.23,-295.53,-7.41,2908.02,Low,Rest,2.5,-12.68,-256.48,-1416.38,-130.83,21,20,9.51,-1055.34,0,0
7.42,-252.42,-11.64,2890.68,Low,Rest,0.75,-23.34,-114.96,-2041.36,-134.89,15,12,11.16,4614.99,4.72,0
3.8,-312.36,-5.82,4162.35,Very low,Europe,0.47,-28.4,-206.88,-1282.28,-137.5,15,4,0.99,13083.93,0.18,0
9.95,-373.08,-9.31,2976.6,Very high,Europe,4.36,-24.12,-241.32,-2384.86,-157.06,18,2,19.98,9808.53,1912.68,2672.58
11.41,-200.49,-8.25,1683.81,Low,USA,0.62,-28.2,-225.14,-1361.64,-161.12,6,4,5.22,19264.5,0,0
10.79,-373.32,-8.58,2006.58,High,Europe,3.15,-21.66,-219.08,-1248.44,-158.66,21,10,3.51,5274.69,0.68,591.06
15,-119.07,-4.81,1869.33,Low,Europe,4.16,-24.5,-244.1,-1313.7,-53.04,9,6,4.92,15097.02,0.5,0
16.56,-419.4,-8.89,2854.89,High,Rest,2.86,-10.28,-164.32,-1167.66,-151.29,12,6,2.67,20480.37,0.02,1051.99
10.7,-247.14,-12.01,2547.27,Medium,Rest,4.17,-24.98,-120.68,-1471.78,-94.93,6,4,5.1,5125.41,0.2,0
12.76,-318.99,-2.23,3404.82,High,Rest,5.6,-22.02,-186.6,-1360.14,-188.01,12,2,7.95,-9388.14,1.38,1536.32
15.29,-441.72,-6.81,2296.65,Very low,UK,3.49,-27.72,-286.38,-531.52,-145.04,15,16,3.21,2908.8,0.82,88.09
8.16,-391.32,-3.01,2065.71,Very low,Rest,4.92,-16.26,-249.7,-1941.28,-113.18,6,6,2.07,12876.78,0.52,0
6.97,-397.95,-8.33,1361.97,Very high,USA,2.4,-26.86,-181.04,-1165.18,-210.53,9,10,20.22,3086.58,1.28,1082.19
13.4,-514.5,-5.84,2640.48,Very high,Rest,10.35,-27.6,-229.14,-1231.16,-145.41,9,6,1.11,-2647.32,0.04,2539.37
6.59,-238.83,-11.44,2304.84,Very low,UK,4.6,-18.22,-225.88,-926.96,-174.64,21,14,1.2,6124.98,4.8,0
11.07,-313.53,-14.2,3616.35,Low,UK,2.84,-18.96,-193.94,-1906.9,-148.25,21,6,14.61,33920.91,17.02,459.48
9.63,-175.2,-10.88,2419.8,Low,UK,1.63,-1.34,-224.38,-1357.2,-153.27,15,12,0.51,15578.79,0.4,0
11.44,-353.46,-7.25,2610.21,Medium,Rest,5.54,-15.04,-282.94,-1228.36,-162.78,15,6,7.35,7618.62,0.28,1107.65
8.99,-284.52,-8.39,2539.53,High,Rest,0.79,-22.3,-273,-1428.32,-192.98,9,8,11.7,12217.35,9.5,0
12.62,-255.57,-4.45,2239.05,Low,UK,3.83,-15.06,-128.66,-1302.28,-144,9,8,14.88,15803.13,67.98,0
15.38,-309.63,-8.19,2368.56,Low,Rest,1.13,-31.06,-292.54,-940.82,-135.83,12,10,3.72,4470.63,0.06,0
4.66,-440.61,-8.48,3548.07,Medium,Rest,4,-22.74,-187.7,-1669.88,-146.22,9,4,19.38,10277.91,0.96,1903.25
13.89,-321.15,-5.26,3014.61,High,UK,0.66,-32.56,-146.16,-964.08,-149.45,9,8,1.53,5533.5,0.06,16.87
8.41,-356.49,-9.78,3176.67,Very low,Europe,5.86,-19.12,-280.68,-1272.18,-177.05,9,6,24.36,14534.76,301.34,2184.74
8.24,-476.4,-2.41,2457.15,Low,UK,1.6,-10.86,-283.98,-767.06,-172.7,9,6,2.94,12786.27,0.16,322.29
8.55,-300.39,-10.32,2414.91,Low,USA,4.07,-16.16,-224.56,-1664.98,-184.49,12,14,1.35,8031.9,1.84,0
10.64,-188.07,-1.13,3403.95,Very low,Europe,4.5,-40.38,-242.12,-558.38,-168.83,18,6,15.6,-4070.64,14.42,991.99
13.58,-453.09,-7.6,2086.53,High,Europe,4.5,-22.82,-209.38,-538.22,-99.3,9,10,9.93,15655.14,98.12,1978.29
7.29,-255.06,-14.42,2980.65,Very high,UK,6.34,-21.14,-257.14,-1722.36,-160.18,9,10,19.65,-4255.44,2.16,417.29
13.95,-324.3,-0.82,2359.53,High,USA,1.76,-21.88,-114.6,-2913.28,-145.95,12,8,9.27,1325.91,8.1,0
11.26,-234.21,-4.39,4055.34,Very high,USA,1.57,-18.74,-298.5,-1890.66,-221.07,9,8,5.07,-7105.14,7.34,0
6.74,-364.71,-7.07,2772.75,Very low,UK,6.4,-21.52,-252.28,-1587.3,-170.48,9,8,9.81,7923.51,82.52,207.95
14.05,-483.6,-8.05,1002.84,Low,UK,15.92,-22.8,-234.92,-1131.84,-191.87,9,8,8.73,-20309.67,5.86,1342.36
11.41,-290.13,-8.02,3576.78,Very low,Europe,3.41,-29.48,-183.64,-2418.9,-187.47,18,8,7.23,4307.58,0.22,0
7.87,-404.58,-5.35,3364.23,High,Rest,1.64,-20.6,-213.98,-1174.22,-94.43,9,12,7.08,3906.51,0.32,559.58
14.58,-285.36,-6.52,1796.73,High,USA,2.05,-24.16,-249.02,-425.62,-116.07,12,12,13.05,-36420.9,0.18,58.02
6.76,-290.85,-3.69,2976.36,Low,Rest,3.29,-19.66,-258.9,-1508.74,-153.14,9,10,8.16,42103.77,6.34,0
11.2,-252.42,-8.82,3512.19,Low,USA,4.92,-20.62,-247.16,-2081.92,-104.96,15,8,3.63,120.54,0.16,0
5.41,-460.17,-8.46,3868.83,Very high,UK,4.29,-13.1,-254.3,-2022.44,-138.31,24,2,6.06,21057.45,14.72,1722.09
8.95,-322.5,-10.78,3176.82,Medium,USA,2.07,-3.84,-174.96,-1473.5,-137.55,18,4,0.84,-3534.48,1.02,633.27
5.19,-320.76,-7.76,951.3,Very low,UK,0.67,-22.18,-262.44,-880.06,-198.3,21,12,1.08,12993.45,16.28,0
16.79,-357.57,-10.67,3773.88,Low,Europe,8.86,-18.28,-306.02,-1521.14,-151.58,15,10,3,-8865.48,8.32,1947.33
12.94,-340.11,-2.87,2506.08,Low,Rest,5.72,-16.46,-162.46,-1902.5,-173.79,6,4,17.88,6688.44,5.72,688.71
6.24,-329.79,-7.06,2489.7,Very low,UK,5.55,0.8,-250.14,-547.42,-134.29,15,6,15.84,14217.45,0,679.06
12.38,-426.69,-7.64,2518.29,Medium,Europe,1.46,-14.02,-168.26,-2130.06,-133.22,21,0,14.76,8593.2,89.1,2253.52
12.25,-308.22,-1.69,2086.23,Very high,Europe,2.6,-21.44,-190.88,-493.28,-187.95,12,6,30.93,22332.21,4.02,2551.77
15.94,-371.58,-3.47,1669.77,Low,Rest,1.07,-7.9,-211.16,-458.14,-149.72,9,8,2.25,33990.15,3.68,0
12.14,-291.15,-6.65,1977.69,Very high,USA,4.3,-26.14,-169.26,-2344.72,-145.84,18,4,2.76,-2326.17,0.52,214.25
10.99,-380.58,-0.61,3098.58,Very high,Rest,3.13,2.86,-210.28,-1785.1,-161.3,21,10,18.6,37199.58,14.64,1626.28
6.86,-348.96,-10.58,3680.22,Medium,Rest,2.45,-34.92,-196.26,-2421.7,-182.81,3,6,11.34,-1188.42,5.84,79.01
7.48,-271.77,-2.4,2830.29,Medium,USA,4.83,-20.4,-220.98,-2337.68,-164.97,6,10,7.59,17270.25,17.64,0
10.39,-232.65,-6.58,3747.21,High,USA,0.53,-3.3,-204.44,-1174.38,-189.52,6,10,13.47,-6186.33,78.88,0
12.34,-616.02,-11.09,1551.36,Medium,Europe,3.28,-27.7,-274.52,-1844.16,-222.24,24,6,9.45,5495.43,0,2760.11
10.67,-349.59,-9.72,2388.84,Low,Europe,1.83,-21.18,-181,-1883.72,-123.78,12,8,16.53,16004.13,2.74,0
7.42,-276.27,-4.61,2066.16,Very low,UK,3.26,-15.72,-216.22,-2559.22,-152.93,24,8,22.59,2696.1,0,57.91
8.84,-291.33,-8.55,2229.18,High,Europe,6.41,-24.14,-218.4,-1474.08,-138.45,9,8,17.91,-5103.72,0.06,1125.95
5.98,-350.19,-7.86,1538.37,Low,Rest,2.91,-5.14,-134.38,-520.9,-215.7,18,4,17.88,1363.53,0,1208.17
14.2,-407.07,-8.98,2780.85,Very low,Europe,5.19,-17.6,-173.14,-2329.68,-160.4,15,10,1.71,-12227.61,0.44,0
6.01,-250.68,-1.3,3133.92,Very high,UK,2.43,-26.7,-241.12,-1040,-103.51,0,12,20.64,11778.15,0.14,70.56
12.97,-297.54,-9.31,2864.97,Low,Europe,1.07,-22.08,-215.8,-1081.74,-164.87,6,6,38.16,33845.73,0.26,1517.22
5.96,-396.87,-2.98,2913.12,Very high,Europe,5.77,-19.16,-209.14,-675.08,-118.47,9,6,17.22,1041.87,1.12,2817.77
10.85,-181.86,-10.65,574.5,Low,USA,5.91,-22.92,-133.32,-1411.88,-199.63,18,18,30.72,8252.88,79.58,0
13.28,-272.67,-6.27,2757.21,Medium,UK,9.93,-20.7,-339.06,-1922.02,-164.31,9,8,1.59,1102.2,0,181.32
8.08,-343.05,-8.5,4498.23,Medium,Rest,2.44,-19.6,-65.4,-1264.86,-152.65,9,4,9.09,12037.47,2.72,1248.35
6.7,-220.05,-6.48,4187.31,Very high,USA,2.55,-18.68,-229.68,311.74,-167.48,12,12,6.27,4687.14,2.62,1737.77
3.65,-351.18,-3.44,4086.42,Low,UK,7.68,-24.46,-256.52,1.3,-126.36,12,6,12.96,10193.46,3.18,1569.48
14.22,-371.31,-11.16,813.81,Very high,Europe,5.86,-17.56,-73.58,-1373.88,-109.53,9,6,26.94,13641.21,0.08,2156.31
9.56,-363.78,-6.79,1887.75,Low,Rest,5.52,-24.22,-247.76,-1295.02,-157.74,0,6,9.87,11545.95,0.06,78.22
8.17,-372.99,-9.78,2782.65,High,UK,2.82,-27.9,-154.44,-1762.46,-213.76,6,4,5.4,-3170.1,29.18,186.33
14.45,-303.93,-5.11,3326.55,High,Rest,1.87,-19.08,-160.18,-1885.84,-133.13,12,6,1.65,9850.5,18.28,34.33
15.36,-453.75,-9,2345.04,Medium,Europe,7.33,-32.76,-205.54,-317.82,-262.21,12,10,3.84,1697.67,4.08,2430.46
13.73,-405.15,-7.68,3574.23,Low,USA,4.58,-23.4,-312.56,-1360.38,-182.24,9,14,3.93,10785.12,91.24,274.45
11.52,-438.15,-5.3,3152.01,Very high,USA,2.31,-23.66,-158.8,-2179.66,-152.81,15,10,14.22,7687.62,0.96,2448.73
8.64,-171.12,-7.88,2895.75,Very high,Rest,14.84,-43.52,-184.08,-1127.4,-191,18,12,4.26,8490.78,1.02,1543.83
8.74,-397.92,-6.5,1726.14,Medium,UK,1.85,-20.38,-152.26,-1325.46,-135.23,12,8,20.22,7417.59,0.48,300.75
17.28,-360,-4.73,3070.17,High,Rest,2.16,-16.32,-125.8,-1637.34,-124.36,18,12,4.47,14223.33,2.68,360
8.72,-227.31,-4.99,2720.88,Very high,Rest,1.26,-20.12,-191.38,-1406.34,-160.78,3,6,12.81,16881.42,0.08,0
11.95,-306.36,-5.38,3120.12,Very low,Rest,3.65,-30.5,-172.16,-2197.74,-203.55,15,10,8.67,-3352.53,0.5,0
12.9,-381.96,-4.06,1639.8,High,Europe,4.15,-19.86,-107.92,-1513.4,-142.73,15,4,9.54,15594,0.62,1394.41
14.86,-367.08,-6.52,3941.61,High,Europe,7.59,-27.72,-240.94,-2056.22,-145.35,6,10,18.12,5497.35,0.02,2361.22
8.24,-449.73,-12.55,2639.76,Very high,UK,3.7,-24.76,-182.94,-1270.28,-145.45,6,6,19.44,-8058.48,0.02,1043.89
15.95,-188.85,-9.25,1396.89,Very low,UK,1.35,-16.24,-162.68,-820.06,-190.63,15,6,12.18,3915.9,0,0
9.55,-311.07,-8.08,3449.34,Very high,USA,2.58,-38.7,-170.44,-1493.08,-158.64,9,12,10.62,8117.73,6.54,363.98
11.66,-332.34,-14.24,3243.81,Very low,Rest,2.57,-22.9,-273.98,-2326.96,-158.51,9,8,14.49,16119.51,0.66,0
9.03,-280.11,-10.23,4057.5,Low,Rest,1.86,-18.8,-229.38,-2049.02,-160.07,18,14,3.12,149.22,1.4,0
12.44,-495.81,-8.43,2153.01,Very low,USA,2.03,-19.62,-217.16,-1574.64,-138.13,3,12,6.18,-20492.67,153.64,0
10.35,-390.39,-13.25,2385.57,Very low,Rest,0.79,-28.52,-212.82,-1159.2,-166.75,9,8,18.93,4683.12,0.1,261.47
11.17,-299.73,-3.23,2108.58,Very low,USA,4.6,-16.12,-166.06,-1668.02,-148.04,12,8,8.37,10611.12,0.4,0
9.2,-352.59,-4.1,2985.72,Very low,UK,5.13,-20,-178.36,-1025.04,-123.7,9,6,13.89,17395.86,51.74,419.97
3.83,-330.96,-7.63,3436.95,Very high,UK,3.12,-19.26,-183.94,-429.24,-173.86,12,4,15.18,17298.48,0.36,1198.31
6.94,-298.41,-6.48,2003.55,Low,Europe,3.19,-18.2,-108.8,-1882.32,-172.1,12,12,10.08,5929.62,0.04,0
8.19,-319.77,-9.43,3511.44,High,USA,2.94,-15.02,-214.42,-541.76,-192.58,12,8,7.59,7864.02,666.92,2006.96
9.61,-338.19,-6.94,3085.95,High,USA,5.41,-29.02,-232.16,-1712.22,-104.44,24,4,10.5,15263.64,6,3513.19
15.67,-287.07,-3.57,2469.66,High,UK,4.54,-18.34,-207.46,-1875.98,-91.64,15,8,23.16,8378.19,11.7,435.31
6.88,-317.28,-3.21,1796.58,Very high,Rest,4.36,-25.68,-136.26,-2054.16,-141.95,15,10,1.14,7381.89,2.54,0
9.44,-184.95,-12.08,2697.36,Very low,UK,3.96,-21.56,-127.48,-1424.02,-143.58,24,14,9.18,18544.5,0.4,0
13.66,-351.42,-2.63,1228.74,Low,UK,3.33,-20.38,-321.56,-1795.32,-176.23,9,6,10.86,-416.46,0.72,0
12.49,-372.18,-4.13,2268.9,Low,Rest,0.38,-20.14,-259.26,-1554.54,-79.93,15,10,8.07,-2262.39,0.4,0
10.05,-285.75,-2.74,2151.39,High,UK,2.18,-15.64,-174.98,-768.86,-126.6,24,12,13.05,10284.66,22.74,282.37
9.18,-313.05,-0.95,2748.6,High,Europe,2.43,-21.94,-204.8,-1239.14,-167.18,6,4,17.64,8576.34,0.7,1075.23
12.09,-253.89,-7.54,3209.67,Very high,UK,8.05,-25.84,-197.16,20.52,-219.18,9,8,13.47,1915.02,0,1146.57
5.7,-190.83,-5.79,2997,Medium,Rest,4.13,-23.58,-358.34,-808.52,-170.48,15,8,11.76,-3114.06,30.8,353.81
12.56,-432.81,-4.74,2272.17,High,USA,13.34,-20.1,-170.38,-1410.2,-196.33,12,12,45.78,7897.89,0.24,3798.89
17.06,-198.81,-8.16,3332.73,Medium,UK,4.55,-25,-278.84,-1248.54,-151.99,12,4,16.74,3203.16,3.94,360.45
13.52,-261.27,-8.37,2798.91,Medium,UK,11.96,-14.48,-161.24,-1293.26,-179.66,12,8,10.02,7766.46,0.02,763.44
11.64,-296.94,-3.28,3242.4,Low,Europe,6.37,-2.54,-211.58,-2341.98,-136.23,9,14,18.63,17497.02,0,0
11.28,-429.6,-9.81,1831.47,High,USA,7,-10.22,-174.46,-577.74,-138.18,3,10,19.77,-4898.22,0.06,3237.56
16.06,-262.62,0.01,1705.59,Low,Europe,0.5,-10.52,-225.76,-667.56,-173.19,9,10,6.24,16654.65,0.52,0
9.94,-358.5,-13.15,1707.87,Medium,USA,0.29,-18.94,-137.3,-1728.04,-156.66,3,8,24.12,18833.01,0.02,0
13.83,-575.19,-5.93,1771.83,High,Europe,3.44,-10.22,-173.78,-1687,-146.43,3,6,10.2,13624.02,142.48,1791.65
8.63,-316.47,-5.59,1657.98,Low,Rest,1.93,-8.82,-211.9,-704.96,-193.77,18,12,15.87,3824.01,134.92,65.57
