F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
37.7,28.2,9.06,1,7.77,-27.42,-1.53,20,4.03,354.56,5.18,15.15,10,8.53,,False
7.7,3.9,-1.08,8.64,27.12,83.58,-0.57,24,9.14,96.56,-3.4,2.82,1,1.81,11.91,True
11.7,4.38,-7.16,9.96,27.87,155.58,0.85,17,9.67,144.56,-4.4,1.08,1,1.53,,False
15.7,5.04,0.38,10.94,20.22,140.58,-0.83,15,7.76,148.56,-3.32,1.77,1,1.6,11.03,False
37.7,40.35,11.32,3.5,2.49,122.58,-1.57,330,3.13,304.56,7.58,20.85,10,9.28,,True
37.7,19.65,8.84,4.32,11.19,-117.42,3.24,150,3.7,454.56,1.36,20.7,10,7.68,9.96,False
17.7,19.8,8.12,2.88,8.4,32.58,-0.9,120,4.31,264.56,2.78,23.4,10,6.38,,False
37.7,29.4,2.7,1.96,7.83,182.58,-1.5,40,4.48,534.56,4.42,24.6,10,6.68,,False
15.7,4.92,-0.08,11.78,20.04,125.58,0.8,46,8.18,122.56,-2.96,1.29,1,2.08,,False
11.7,3.78,-3.22,13.78,19.41,167.58,0.19,3,9.04,86.56,-4.44,0.06,1,1.5,10.05,False
37.7,18.75,10.04,6.32,4.59,-87.42,-1.17,110,4.08,464.56,3.36,19.5,10,9.18,10.5,False
37.7,26.4,4.72,1.58,7.71,77.58,1.12,325,3.43,254.56,-2.08,21.3,10,6.88,9.68,False
11.7,3.99,1.2,10.36,20.37,140.58,-0.15,15,9.25,100.56,-7.02,2.16,1,1.95,,True
11.7,2.28,0.74,12.94,17.55,164.58,1.89,12,8.2,154.56,-2.22,2.64,1,1.81,,False
17.7,26.7,11,2.78,1.92,-102.42,0.46,385,4.43,104.56,6.96,25.95,10,7.93,,False
57.7,15.9,8.16,1.72,12.75,317.58,1.89,140,3.7,114.56,6.18,23.1,10,6.48,,True
11.7,0.96,-3.64,9.34,20.28,110.58,-0.41,6,10.19,144.56,-4.02,1.71,1,2.18,10.87,False
7.7,5.04,0.52,9.52,17.01,107.58,-0.28,23,7.34,84.56,-2.6,1.83,1,1.94,,True
17.7,41.1,4.92,2.02,5.76,92.58,-0.12,240,4.94,434.56,-3.32,21.6,10,7.53,10.57,False
17.7,35.7,10.86,0.84,5.76,-57.42,0.76,310,2.71,484.56,6.06,21.15,10,9.23,10.83,False
15.7,2.82,0.88,8.42,16.62,152.58,0,42,7.19,120.56,-2.02,2.28,1,2.27,11.45,True
17.7,23.85,9.84,3.32,3.09,-117.42,0.02,235,5.3,134.56,6.2,19.2,10,9.43,,False
17.7,15.6,6.62,3.38,7.2,-12.42,-0.55,125,4.51,454.56,3.02,17.7,10,7.23,,False
47.7,15.6,3.88,4.02,6.6,137.58,0.61,65,4.86,354.56,6.92,24.75,10,7.63,11.98,True
17.7,33.9,9.32,3.64,9.12,107.58,0.73,165,3.44,204.56,6.8,20.55,10,7.63,,True
11.7,4.47,-0.74,9.52,19.8,170.58,-0.09,13,8.47,134.56,-4.44,1.35,1,1.44,,False
15.7,5.37,0.28,13.52,20.52,176.58,-0.49,35,8.22,130.56,-2.56,2.88,1,1.33,12.08,True
17.7,42.9,10.78,1.46,1.47,-57.42,-0.25,240,8.02,144.56,5.12,22.95,10,9.08,12.92,True
7.7,23.85,9.5,3.76,3.99,-72.42,-1.07,5,5.1,394.56,5.24,27.9,10,8.78,11.23,True
11.7,5.64,-0.14,8.78,17.07,158.58,-1.17,3,7.45,86.56,-6.68,1.53,1,1.95,11.19,True
37.7,18.3,10.7,1.2,1.29,92.58,-0.3,305,3.29,84.56,2.42,18.75,10,10.73,,True
57.7,23.85,7.98,3.74,6.09,422.58,-1.11,205,5.07,504.56,4.2,27,10,6.43,,False
11.7,0.12,-2.16,8.9,16.8,155.58,0.03,5,7.63,82.56,-3.48,1.05,1,2.1,10.33,True
37.7,19.05,9.58,1.38,4.02,347.58,-0.7,120,4,474.56,6.22,25.65,10,7.68,10.85,True
11.7,5.79,0.92,12.46,18.99,179.58,-0.83,11,8.36,112.56,-2.46,2.64,1,1.35,10.97,True
27.7,24.3,9.34,2.8,9.18,137.58,-0.09,275,3.83,244.56,-5.14,21.6,10,7.38,,False
17.7,41.85,7.64,6.3,10.38,-117.42,-0.52,275,3.4,134.56,4.4,16.05,10,7.58,9.11,False
17.7,21.3,11.46,-0.38,1.11,-192.42,1.31,200,3.86,374.56,8.36,21.9,10,10.98,,False
37.7,16.65,6.84,2.54,4.5,-162.42,0.22,265,3.68,264.56,5.62,21.75,10,7.58,,False
11.7,5.4,-3.8,10.48,20.1,125.58,-0.22,19,8.79,144.56,-8.06,1.56,1,1.74,,False
37.7,42.75,7.08,1.52,3.96,-147.42,-0.64,355,3.04,434.56,5,26.85,10,7.43,,False
37.7,28.5,8.02,7.46,4.98,92.58,-0.59,340,4.89,314.56,1.12,21.75,10,6.93,,False
37.7,17.7,6.88,-1.54,1.14,-132.42,0.33,365,2.17,354.56,8.24,22.95,10,9.88,10.02,False
15.7,1.74,1.36,11.84,17.67,173.58,0.73,15,7.77,74.56,-13.98,1.17,1,1.79,12.01,True
57.7,31.05,8.1,5.26,9.18,242.58,-2.26,100,7.16,314.56,4.58,17.25,10,7.43,11.13,False
37.7,15.3,7.08,2,8.04,47.58,0.06,130,4.01,94.56,0.82,18.3,10,5.98,10.11,False
11.7,3.9,0.26,10.3,18.45,107.58,-0.25,6,12.34,154.56,-3.66,1.23,1,1.82,,False
17.7,40.8,6.36,-0.6,3.99,-162.42,-1.11,80,9.11,114.56,4.02,20.4,10,8.23,,True
37.7,24.3,10.2,1.5,3.21,227.58,-1.16,255,3.74,474.56,7.52,25.35,10,9.33,11.47,True
37.7,22.05,11.7,-1.56,1.35,-27.42,0.89,105,4.21,404.56,5.42,27,10,9.08,,True
7.7,2.91,0.16,9.7,18.69,98.58,3.33,22,8.68,138.56,-2.5,1.11,1,2.13,,True
37.7,32.7,5.88,4.92,9.27,257.58,0,370,5.41,504.56,3.14,20.1,10,7.18,10.11,False
37.7,21.3,11.3,1.5,1.59,-147.42,-0.59,100,3,314.56,7.3,25.5,10,8.48,,True
7.7,1.5,-0.2,9.16,17.01,116.58,1.48,7,7.75,108.56,-2.6,2.1,1,1.95,,True
37.7,33.9,5.8,6.62,10.71,362.58,-1.52,165,5.52,444.56,-1.96,15.3,10,6.93,8.76,False
17.7,29.4,8,-0.48,3.54,-102.42,1.17,100,3.76,304.56,6.78,29.25,10,7.53,12.19,True
11.7,2.13,-0.92,12.12,22.65,95.58,-0.57,10,8.47,76.56,-4.76,2.34,1,1.89,,True
11.7,2.94,0.64,11.68,17.49,146.58,1.47,20,8.57,116.56,-5,2.67,1,1.48,11.55,False
27.7,30.75,7.76,1.84,8.67,137.58,-2.02,80,4.04,304.56,3.9,20.4,10,6.93,10.41,False
